date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:19:14	18952/18952	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:58%20GMT	https://preclinic.dreamguystech.com/template/calendar.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/calendar.html	(from https://preclinic.dreamguystech.com/template/index.html)
12:19:14	1946/1946	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:53%20GMT	https://preclinic.dreamguystech.com/template/register.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/register.html	(from https://preclinic.dreamguystech.com/template/index.html)
12:19:15	1515/1515	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:56%20GMT	https://preclinic.dreamguystech.com/template/forgot-password.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/forgot-password.html	(from https://preclinic.dreamguystech.com/template/index.html)
12:19:15	2452/2452	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:58%20GMT	https://preclinic.dreamguystech.com/template/change-password2.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/change-password2.html	(from https://preclinic.dreamguystech.com/template/index.html)
12:19:15	1263/1263	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:54%20GMT	https://preclinic.dreamguystech.com/template/lock-screen.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/lock-screen.html	(from https://preclinic.dreamguystech.com/template/index.html)
12:19:16	19040/19040	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:55%20GMT	https://preclinic.dreamguystech.com/template/gallery.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/gallery.html	(from https://preclinic.dreamguystech.com/template/index.html)
12:19:16	1111/1111	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:56%20GMT	https://preclinic.dreamguystech.com/template/error-404.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/error-404.html	(from https://preclinic.dreamguystech.com/template/index.html)
12:19:16	1116/1116	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:56%20GMT	https://preclinic.dreamguystech.com/template/error-500.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/error-500.html	(from https://preclinic.dreamguystech.com/template/index.html)
12:19:17	16712/16712	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Jun%202020%2015:26:59%20GMT	https://preclinic.dreamguystech.com/template/blank-page.html	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/blank-page.html	(from https://preclinic.dreamguystech.com/template/index.html)
12:19:17	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22629124e3-4d7%22	https://preclinic.dreamguystech.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://preclinic.dreamguystech.com/template/index.html)
12:19:17	86659/86659	---M-Z	200	added ('OK')	application/javascript	etag:%2215283-5a7943f076180-gzip%22	https://preclinic.dreamguystech.com/template/assets/js/jquery-3.2.1.min.js	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/js/jquery-3.2.1.min.js	(from https://preclinic.dreamguystech.com/template/index.html)
12:19:18	20337/20337	---M-Z	200	added ('OK')	application/javascript	etag:%224f71-5a7943ef81f40-gzip%22	https://preclinic.dreamguystech.com/template/assets/js/popper.min.js	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/js/popper.min.js	(from https://preclinic.dreamguystech.com/template/index.html)
12:19:19	55775/55775	---M-Z	200	added ('OK')	application/javascript	etag:%22d9df-5a7943f16a3c0-gzip%22	https://preclinic.dreamguystech.com/template/assets/js/bootstrap.min.js	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/js/bootstrap.min.js	(from https://preclinic.dreamguystech.com/template/index.html)
12:19:19	5978/5978	---M-Z	200	added ('OK')	application/javascript	etag:%22175a-5a7943f076180-gzip%22	https://preclinic.dreamguystech.com/template/assets/js/jquery.slimscroll.js	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/js/jquery.slimscroll.js	(from https://preclinic.dreamguystech.com/template/index.html)
12:19:19	335326/335326	---MCZ	200	added ('OK')	application/javascript	etag:W/%2282b24-5a7943f25e600-gzip%22	https://preclinic.dreamguystech.com/template/assets/js/Chart.bundle.js	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/js/Chart.bundle.js	(from https://preclinic.dreamguystech.com/template/index.html)
12:19:20	1858/1858	---M-Z	200	added ('OK')	application/javascript	etag:%22742-5a7943f16a3c0-gzip%22	https://preclinic.dreamguystech.com/template/assets/js/chart.js	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/js/chart.js	(from https://preclinic.dreamguystech.com/template/index.html)
12:19:21	5760/5760	---MCZ	200	added ('OK')	application/javascript	etag:W/%221d1c-5d9c4a0ad10f1-gzip%22	https://preclinic.dreamguystech.com/template/assets/js/app.js	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/js/app.js	(from https://preclinic.dreamguystech.com/template/index.html)
12:19:22	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222876e-5a7943e5f88c0%22	https://preclinic.dreamguystech.com/template/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/fonts/fontawesome-webfont3e6e.eot	(from https://preclinic.dreamguystech.com/template/assets/css/font-awesome.min.css)
12:19:23	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222876e-5a7943e5f88c0%22	https://preclinic.dreamguystech.com/template/assets/fonts/fontawesome-webfont.eot?	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/fonts/fontawesome-webfontd41d.eot	(from https://preclinic.dreamguystech.com/template/assets/css/font-awesome.min.css)
12:19:24	77160/77160	---M--	200	added ('OK')	text/html	etag:%2212d68-5a7943e5f88c0%22	https://preclinic.dreamguystech.com/template/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/fonts/fontawesome-webfont3e6e.html	(from https://preclinic.dreamguystech.com/template/assets/css/font-awesome.min.css)
12:19:25	98024/98024	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2217ee8-5a7943e5f88c0%22	https://preclinic.dreamguystech.com/template/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/fonts/fontawesome-webfont3e6e.woff	(from https://preclinic.dreamguystech.com/template/assets/css/font-awesome.min.css)
12:19:26	165548/165548	---MCZ	200	added ('OK')	application/font-sfnt	etag:W/%22286ac-5a7943e5f88c0%22	https://preclinic.dreamguystech.com/template/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://preclinic.dreamguystech.com/template/assets/css/font-awesome.min.css)
12:19:27	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226c7db-5a7943e5f88c0%22	https://preclinic.dreamguystech.com/template/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/fonts/fontawesome-webfont3e6e.svg	(from https://preclinic.dreamguystech.com/template/assets/css/font-awesome.min.css)
12:19:28	249/249	---M--	200	added ('OK')	image/png	etag:%22f9-5a7943ee8dd00%22	https://preclinic.dreamguystech.com/template/assets/img/calander.png	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/calander.png	(from https://preclinic.dreamguystech.com/template/assets/css/style.css)
12:19:29	1386/1386	---M--	200	added ('OK')	image/png	etag:%2256a-5a7943ee8dd00%22	https://preclinic.dreamguystech.com/template/assets/img/clock.png	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/clock.png	(from https://preclinic.dreamguystech.com/template/assets/css/style.css)
12:19:30	39094/39094	---M--	200	added ('OK')	image/jpeg	etag:%2298b6-5a7943ed99ac0%22	https://preclinic.dreamguystech.com/template/assets/img/doctor-03.jpg	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/img/doctor-03.jpg	(from https://preclinic.dreamguystech.com/template/profile.html)
12:19:30	15196/15196	---M-Z	200	added ('OK')	text/css	etag:%223b5c-5a7943e410440-gzip%22	https://preclinic.dreamguystech.com/template/assets/css/select2.min.css	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/css/select2.min.css	(from https://preclinic.dreamguystech.com/template/edit-profile.html)
12:19:31	7785/7785	---M-Z	200	added ('OK')	text/css	etag:%221e69-5a7943e504680-gzip%22	https://preclinic.dreamguystech.com/template/assets/css/bootstrap-datetimepicker.min.css	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/css/bootstrap-datetimepicker.min.css	(from https://preclinic.dreamguystech.com/template/edit-profile.html)
12:19:32	66664/66664	---M-Z	200	added ('OK')	application/javascript	etag:%2210468-5a7943ef81f40-gzip%22	https://preclinic.dreamguystech.com/template/assets/js/select2.min.js	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/js/select2.min.js	(from https://preclinic.dreamguystech.com/template/edit-profile.html)
12:19:32	51465/51465	---M-Z	200	added ('OK')	application/javascript	etag:%22c909-5a7943f076180-gzip%22	https://preclinic.dreamguystech.com/template/assets/js/moment.min.js	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/js/moment.min.js	(from https://preclinic.dreamguystech.com/template/edit-profile.html)
12:19:33	38510/38510	---M-Z	200	added ('OK')	application/javascript	etag:%22966e-5a7943f16a3c0-gzip%22	https://preclinic.dreamguystech.com/template/assets/js/bootstrap-datetimepicker.min.js	C:/Users/LENOVO/OneDrive/Desktop/etuy/preclinic.dreamguystech.com/template/assets/js/bootstrap-datetimepicker.min.js	(from https://preclinic.dreamguystech.com/template/edit-profile.html)
